Country,MAPE,Density,Active,forecast,category,LR_MAPE,SV_MAPE
19159,1.4076328,0.8866201,33,"[0.91266143 0.91034222 0.90942127 0.91052967 0.90527606 0.90671247
 0.9052853  0.90307629]",tf_dense,3.114909,3.2668061
19161,3.8668149,2.1862991,165,"[2.34590912 2.35272884 2.36366653 2.36246538 2.37733483 2.3844893
 2.38722396 2.38063598]",SV,5.234493,2.8047752
19163,3.9749935,5.0411439,6647,"[4.84450626 4.81919432 4.78133774 4.75766039 4.73723078 4.70451307
 4.71282768 4.70528555]",SV,2.6315136,1.4971812
19165,3.7677991,2.8190899,254,"[3.02394772 3.00102758 2.953192   2.89303112 2.8288424  2.79444265
 2.78824806 2.76498222]",LR,0.8596667,1.9168537
19167,3.8723567,3.6687508,933,"[3.47064042 3.46801925 3.46853971 3.46610761 3.48032784 3.4721067
 3.48717928 3.50219464]",LR,2.6904774,2.9133232
19169,4.4445624,4.7938886,3897,"[4.42120695 4.41038418 4.39336681 4.37165737 4.38129902 4.33325529
 4.35778475 4.35707712]",SV,3.5461776,2.5782752
19171,9.006055,1.7408274,223,"[1.58441067 1.57116747 1.56221223 1.5535984  1.55280471 1.53863549
 1.54482961 1.54457486]",SV,5.984045,4.6325893
19173,10.882068,2.4312897,115,"[1.95948458 1.97780025 1.98025811 2.00162053 2.01507163 2.03632689
 2.03916502 2.05303097]",LR,5.965675,8.912394
19175,25.676811,1.8545684,177,"[1.74604201 1.78381479 2.35675073 2.38678646 2.37242961 2.37250352
 2.37112713 2.36282182]",SV,27.435928,21.483881
19177,3.3852127,2.0852387,114,"[2.14613557 2.14461613 2.16144824 2.15917373 2.16815257 2.18370438
 2.19689059 2.17956829]",SV,3.9622638,2.3101766
19179,3.4379861,1.356432,368,"[1.40621889 1.41000319 1.4052012  1.40459931 1.40444791 1.40481627
 1.39432597 1.39716017]",SV,2.0747154,1.6085619
19181,2.9916472,4.7269979,1812,"[4.65647507 4.72125816 4.78719807 4.87264109 4.89604425 4.91543865
 4.91413403 4.93201542]",LR,0.93487597,1.0610293
19183,2.4188256,3.884546,646,"[3.54682422 3.58852458 3.61245966 3.63278389 3.64232779 3.66406131
 3.69707632 3.71578836]",tf_dense,2.6267967,3.0390854
19185,25.938543,1.8796992,90,"[2.44785357 2.42991662 2.41749072 2.39999199 2.38822317 2.36537051
 2.30153394 2.26745391]",LR,2.2267416,4.036407
19187,17.877748,2.7654598,792,"[2.07017159 2.05836153 2.07336569 2.0507102  2.0783658  2.05711365
 2.0827744  2.09412932]",LR,6.6035566,6.640111
19189,5.365292,4.8822165,400,"[4.44797134 4.4600482  4.48276663 4.51372337 4.52044201 4.54664087
 4.55979061 4.57008362]",SV,2.2506416,1.9564013
19191,4.250017,4.986268,817,"[4.76711082 4.79491997 4.74475431 4.74167442 4.78490019 4.78499126
 4.79583883 4.80913687]",LR,1.8374168,2.0311973
19193,1.6124133,2.7160168,2062,"[2.6926322  2.69072294 2.68497634 2.67173576 2.67041969 2.6455164
 2.6436317  2.63764477]",SV,1.3106376,0.45422274
19195,6.900361,2.7956624,165,"[2.53942275 2.55962253 2.54367828 2.60455203 2.5887773  2.6522243
 2.65313411 2.70988774]",LR,1.762569,1.9642416
19197,5.9499884,1.5638032,150,"[1.41382849 1.4188695  1.42763066 1.43426239 1.44199789 1.44220698
 1.44319534 1.44283378]",LR,5.0139456,5.564266
20001,3.686077,1.195753,116,"[1.12437582 1.12633109 1.12694633 1.11781037 1.11781061 1.11447179
 1.11036694 1.11132228]",tf_dense,9.278395,6.284279
20003,2.0964777,1.7609848,103,"[1.68626988 1.68805313 1.69879889 1.69864297 1.69867718 1.70102859
 1.70141006 1.698699  ]",LR,1.5132552,3.362537
20005,3.9143243,1.7217797,214,"[1.5971756  1.60111535 1.60747147 1.60474813 1.62191999 1.6174922
 1.63316917 1.64171314]",LR,0.94165236,1.4236795
20007,5.8304353,2.4881516,84,"[2.28763986 2.28014684 2.27031159 2.26131058 2.27898407 2.26751971
 2.26748967 2.28227782]",SV,6.87735,5.5022435
20009,5.0680437,1.9260594,385,"[1.82803249 1.82308424 1.81976533 1.82853365 1.82483649 1.84906554
 1.84053242 1.86565471]",SV,7.1793613,0.8725246
20011,2.5972736,4.8764749,529,"[5.0316267  5.01027775 5.01190281 5.00748253 4.99963427 4.99900818
 4.98784637 4.95974874]",SV,7.8524976,2.3974638
20013,3.8713973,2.0906413,149,"[1.94045293 1.96613657 1.95695424 1.94783843 1.96379149 1.94423115
 1.94772923 1.94436407]",SV,5.6188188,2.5454714
20015,1.3363836,4.115499,2051,"[4.00124741 4.00218344 4.00959826 3.99694872 4.00806189 4.01160812
 4.01067114 4.02832413]",tf_dense,1.5512561,1.5769501
20017,1.7232676,3.8687561,79,"[4.01828814 4.02408791 4.0373745  3.98276591 3.99812317 3.95933676
 3.96707797 3.94571519]",LR,1.3559198,3.005517
20019,17.244497,4.1185527,107,"[3.60482764 3.59311318 3.55823183 3.46379018 3.63284373 4.95383978
 5.05155087 5.10853577]",SV,6.3566685,2.7843828
20021,9.633409,1.7558802,268,"[1.5061599  1.50901282 1.50766957 1.49148738 1.50638998 1.49150109
 1.50459814 1.50372601]",SV,10.528294,8.187988
20023,11.693959,2.6884301,56,"[2.33532929 2.33307409 2.3377018  2.33923483 2.33594918 2.33075285
 2.33504033 2.34329915]",SV,10.768043,9.2708645
20025,4.0708013,2.0819778,32,"[2.02672791 2.0496695  2.04523778 2.04978657 2.02916527 2.0291543
 2.00127721 1.98151827]",LR,2.5800807,4.3372846
20027,2.7173936,2.0530229,127,"[1.93249464 1.9334594  1.94128168 1.94833028 1.95321393 1.96010244
 1.96562612 1.97925115]",tf_dense,2.7715824,3.3021183
20029,0.9522006,1.686819,113,"[1.69224858 1.70049238 1.69992459 1.70333099 1.70501208 1.70808196
 1.70764959 1.71225297]",tf_dense,1.2970334,1.2178332
20031,7.1642027,2.3295279,151,"[2.12286806 2.133008   2.1288929  2.13025117 2.1354022  2.13308024
 2.13209867 2.13729811]",SV,6.8180456,5.9333878
20033,14.877072,1.3437058,19,"[1.5609802  1.54409611 1.53741288 1.53372014 1.53437173 1.52596343
 1.51725852 1.49510419]",LR,4.3830447,6.1403537
20035,3.9575226,2.0113442,539,"[2.04726005 2.06528234 2.09126401 2.0975368  2.1031363  2.10901308
 2.1127696  2.11603189]",tf_dense,6.1756516,4.9951153
20037,3.2663903,2.686528,817,"[2.55539775 2.55668092 2.56093574 2.559829   2.57006574 2.56153107
 2.58468318 2.60026073]",LR,1.2934151,1.3948519
20039,8.659525,1.010101,23,"[0.86906713 0.87210643 0.87191027 0.86785388 0.87394714 0.86921543
 0.87056941 0.87162769]",SV,9.208432,7.867492
20041,3.093095,1.9133726,273,"[1.80872345 1.81110072 1.81322932 1.81145072 1.81765652 1.81691098
 1.81517899 1.81614923]",LR,2.6416938,3.3399832
20043,8.149053,1.5774922,97,"[1.66311944 1.66304219 1.66745663 1.6694833  1.65993261 1.66740465
 1.66320252 1.65386879]",SV,5.635327,3.6161091
20045,3.9591665,5.4631252,5418,"[5.26505518 5.25740385 5.23220825 5.19798088 5.21783876 5.17349195
 5.17565966 5.16518164]",SV,2.2246962,0.97219634
20047,13.0952015,1.4658726,32,"[1.26917255 1.27545846 1.2759099  1.28482497 1.29793072 1.30754578
 1.34520364 1.36892533]",LR,7.8749695,8.38068
20049,1.8822446,3.5330262,69,"[3.40237474 3.39146042 3.3829143  3.37661147 3.37936401 3.37502885
 3.37302828 3.39975405]",SV,2.366339,1.2925775
20051,6.290078,3.5202837,794,"[3.27727938 3.2735312  3.2638185  3.23913908 3.26452303 3.23709512
 3.2451055  3.25655222]",SV,7.1301503,5.426452
20053,5.1894784,1.2509929,63,"[1.18326747 1.17897511 1.17836738 1.1831553  1.17082012 1.16972017
 1.17531836 1.16823757]",SV,2.0329556,1.6210648
20055,3.961154,1.7688308,449,"[1.67384684 1.66607475 1.65807831 1.64841568 1.64087737 1.6433636
 1.64045739 1.63852072]",tf_dense,6.169031,4.645938
20057,3.3862185,1.4817016,349,"[1.39761233 1.39889932 1.39545095 1.39842319 1.40222454 1.39935124
 1.40725458 1.41448665]",LR,0.80959433,1.162719
20059,3.3945851,2.9568515,577,"[2.8191781  2.81987572 2.81983638 2.81323743 2.82728577 2.81280398
 2.82972217 2.82581878]",SV,2.8602111,2.4258473
20061,1.4602826,2.2168989,509,"[2.1690712  2.16618633 2.16799808 2.15971541 2.15549898 2.15229011
 2.1485548  2.14555645]",SV,1.1344142,0.8661315
20063,5.254541,2.0167241,41,"[1.99283433 1.95629132 1.93109751 1.90613854 1.88704073 1.86866295
 1.8595022  1.84421933]",SV,5.192828,3.160302
20065,17.865095,5.2820511,103,"[2.22019815 2.1992662  2.19157529 2.14023542 2.1912868  2.16724086
 2.19353008 2.20814085]",SV,26.756426,13.901872
20067,1.8244184,1.027262,52,"[1.10237753 1.07869756 1.07655442 1.06917405 1.06816411 1.05767584
 1.06103873 1.05590034]",LR,1.0124873,3.8120837
20069,4.091048,1.8996248,81,"[1.80672848 1.80079424 1.81702828 1.79473877 1.80366325 1.78735793
 1.79357588 1.7896415 ]",SV,4.391414,2.4885728
20071,7.380022,1.3095238,11,"[1.19737077 1.18898332 1.18714988 1.19171739 1.18741274 1.21026289
 1.23692989 1.31582916]",SV,1.098995,0.0
20073,2.3709607,1.8843955,89,"[1.81896794 1.83150864 1.83920062 1.85301185 1.85654044 1.86152399
 1.85764551 1.8796854 ]",SV,2.2405028,0.82743263
20075,2.530532,1.8232044,33,"[1.91991377 1.88985074 1.87379813 1.85592163 1.8559742  1.84235907
 1.82996905 1.81746519]",LR,2.012033,3.4327652
20077,24.543594,4.9069376,203,"[3.52495217 3.53920531 3.56062293 3.55626512 3.65191984 3.64336586
 3.72197676 3.80012679]",LR,5.3895884,6.8662124
20079,2.1340358,3.3138402,867,"[3.2510767  3.27326918 3.26104879 3.22471905 3.26277399 3.21470332
 3.23816609 3.22505927]",SV,2.9075172,1.2921106
20081,6.1957345,1.4325646,41,"[1.29848969 1.29447711 1.30408263 1.31716979 1.32736313 1.32755554
 1.33715343 1.34599149]",LR,1.6653724,3.0792682
20083,5.9734426,1.4256619,21,"[1.24732316 1.22550499 1.23042512 1.2255733  1.22056866 1.21022058
 1.21835482 1.21180999]",SV,8.80564,5.479323
20085,5.064828,2.2843916,227,"[2.13487124 2.1501596  2.1652441  2.1693759  2.1788938  2.17624187
 2.18716002 2.18730855]",LR,2.3893907,5.2817426
20087,4.075013,2.281265,334,"[2.38706851 2.43871403 2.43113661 2.47699356 2.48548293 2.51402283
 2.52554011 2.54424548]",SV,5.9333763,3.4171667
20089,8.607909,1.4756944,34,"[1.64879429 1.66319036 1.67920387 1.68019903 1.73265839 1.74686408
 1.74173641 1.74770856]",SV,7.484481,6.894223
20091,1.033471,14.035515,63470,"[13.53651142 13.58813477 13.62496185 13.63743114 13.68843842 13.72171783
 13.74978161 13.79027462]",tf_dense,1.144167,1.9603012
20093,14.187246,2.1524992,59,"[1.01944399 1.01593888 1.02285051 1.00871158 1.01998866 1.00989735
 1.01647532 1.01521921]",SV,12.127583,10.647175
20095,7.4225383,2.2613065,126,"[2.0614388  2.06318021 2.0714941  2.08546996 2.08464861 2.09080601
 2.09795141 2.10486865]",LR,2.3329906,5.05094
20097,3.506628,2.4364407,46,"[2.46588612 2.47166777 2.46244192 2.47360468 2.45905781 2.46917129
 2.43788791 2.43827248]",tf_dense,4.096388,4.161178
20099,1.8179193,2.0517218,311,"[1.99292791 1.98908079 1.98811531 1.97737098 1.97382593 1.97217584
 1.97191918 1.9685322 ]",LR,1.3281467,1.3540131
20101,3.1755555,2.2241232,26,"[2.10966253 2.10361409 2.08844924 2.08748293 2.08616209 2.07941604
 2.0829494  2.08803225]",SV,1.8669046,0.96153796
20103,4.130923,2.6135485,1625,"[2.44840956 2.46390796 2.4616859  2.45743179 2.47000885 2.46669579
 2.47302246 2.47689939]",tf_dense,5.0846395,4.6585636
20105,8.234785,1.4782609,34,"[1.27665663 1.27504337 1.27898073 1.27859271 1.2732079  1.27135909
 1.27238441 1.26967752]",SV,8.682487,6.0913763
20107,8.106285,2.8598032,215,"[2.67455292 2.64400911 2.64581466 2.62786245 2.62112975 2.61566281
 2.63002229 2.60950112]",SV,8.346995,2.536752
20109,10.9033985,1.6136687,34,"[1.26018977 1.2572521  1.25086892 1.24285734 1.23695898 1.2306031
 1.23769414 1.23036659]",SV,12.138062,10.459791
20111,3.4041188,2.7262518,704,"[2.6341269  2.63075852 2.62429118 2.6109786  2.62452888 2.60652614
 2.61291456 2.61442256]",LR,0.7151418,0.8052514
20113,4.1181827,4.4970574,1001,"[4.14987183 4.15677929 4.15981102 4.14341116 4.1660409  4.13967752
 4.15272093 4.15840149]",LR,3.9214282,4.0616136
20115,1.9851923,2.5237942,236,"[2.50725389 2.51895952 2.53911805 2.5704844  2.58026719 2.6143353
 2.59945035 2.62862515]",LR,1.5576305,1.6846992
20117,0.5292964,3.2336626,239,"[3.25522017 3.25351691 3.25343704 3.25493503 3.24241662 3.24754715
 3.23779583 3.23027158]",tf_dense,0.63369906,0.6250167
20119,2.1202059,2.0840118,64,"[1.98870182 1.98356855 1.9857223  1.98325884 1.98043931 1.9950515
 2.00418162 2.01570702]",tf_dense,2.503625,2.4083622
20121,1.617261,3.5305643,901,"[3.45956421 3.44996285 3.43557549 3.43446541 3.42276406 3.44421768
 3.42536712 3.43565106]",tf_dense,3.7367356,1.6604562
20123,1.7194715,3.7872341,178,"[3.67229033 3.66854668 3.68735862 3.70176053 3.71099806 3.72525239
 3.77504921 3.80638599]",SV,2.4450846,1.4148846
20125,13.857168,2.3163819,568,"[2.25318599 2.29378772 2.31321812 2.33860564 2.38363028 2.40468311
 2.81002355 2.81746149]",SV,6.7821493,3.535448
20127,3.6288183,3.4121928,150,"[3.42396975 3.46774387 3.50187492 3.52207017 3.52465916 3.54651594
 3.5438261  3.54335403]",LR,1.0211104,1.2534009
20129,2.5944479,2.6812315,54,"[2.59859991 2.59924459 2.59634614 2.58771276 2.58749986 2.59616041
 2.58546138 2.5952611 ]",LR,2.1626122,3.0223615
20131,8.609369,2.5993266,193,"[2.30546474 2.29532838 2.2925458  2.27820015 2.29982758 2.27759552
 2.28745484 2.29712391]",SV,9.745085,7.62358
20133,11.489836,2.5341616,306,"[2.18129349 2.18970132 2.18280172 2.17257166 2.19045663 2.17292929
 2.18164587 2.19326925]",SV,9.936634,9.380383
20135,6.13368,0.72202164,16,"[0.67873383 0.65575892 0.66147876 0.6574288  0.65837187 0.6548779
 0.65741342 0.66361088]",SV,33.526737,5.5208335
20137,3.2049172,1.663249,73,"[1.57748556 1.57402766 1.57230234 1.56248832 1.57091689 1.56570494
 1.57285643 1.57270336]",SV,1.9693881,1.0468308
20139,1.7677374,2.3013067,280,"[2.32041693 2.32789922 2.32915974 2.33990908 2.3483901  2.35929227
 2.38161874 2.38692665]",tf_dense,3.981989,2.8974428
20141,23.29144,2.3904383,66,"[1.56448054 1.5777061  1.61476815 1.61906958 1.64966607 1.64450169
 1.6475966  1.65743768]",LR,15.030726,15.888
20143,2.2749462,2.0996203,94,"[2.14975262 2.14911413 2.15133929 2.14310217 2.13568902 2.13929653
 2.13051891 2.11565328]",SV,3.3681731,1.5689371
20145,2.0971556,1.1336625,62,"[1.09970319 1.09284484 1.09293127 1.08866549 1.09081793 1.09072864
 1.08869803 1.08363497]",tf_dense,5.895127,2.8623505
20147,3.948189,2.4075875,99,"[2.56656885 2.57757521 2.58481073 2.59095049 2.58038521 2.58958054
 2.57987142 2.57519102]",SV,4.7508307,3.721437
20149,38.58462,6.8602815,1174,"[3.43622088 3.54575443 3.56542611 3.4512167  3.67522573 3.49857283
 7.43660688 7.65514088]",SV,4.1209598,1.657719
20151,2.5960252,2.3118896,161,"[2.3710463  2.39127898 2.41089106 2.43329382 2.4222064  2.46101356
 2.45323539 2.44577813]",SV,1.8016193,1.506247
20153,15.421563,1.6309888,32,"[1.36660135 1.36422539 1.36958408 1.36905837 1.37136161 1.36770117
 1.37930024 1.37256122]",SV,12.501216,11.89094
20155,2.029223,2.6559465,1285,"[2.6134398  2.60024357 2.58651185 2.58414221 2.58519316 2.57859874
 2.57648492 2.5812304 ]",tf_dense,6.049143,2.6778111
20157,4.241315,4.0708947,147,"[4.24908638 4.2486167  4.27205658 4.30312157 4.3128643  4.36570597
 4.36566639 4.37668419]",LR,1.0740489,1.085059
20159,1.5277115,2.8382213,210,"[2.88549471 2.87922382 2.85960889 2.83684039 2.82539368 2.81497812
 2.80374241 2.78877211]",SV,0.9368772,0.8746474
20161,0.67533404,5.4868689,3395,"[5.55453587 5.56435633 5.56734657 5.55773258 5.5617609  5.55405998
 5.56379461 5.55604982]",tf_dense,0.92302,0.7808982
20163,3.2455392,1.5277059,59,"[1.54072249 1.5566932  1.56196129 1.57805896 1.5803442  1.59724176
 1.60039973 1.60891747]",SV,3.0896478,2.043891
20165,12.012201,1.6372254,38,"[1.31437469 1.32061267 1.32705891 1.3336848  1.33659911 1.34415662
 1.34973419 1.35957932]",LR,8.889159,11.943288
20167,1.6624871,2.2363026,120,"[2.35198355 2.33005667 2.32170272 2.32004571 2.31917334 2.30933475
 2.29589796 2.29816341]",tf_dense,1.6625434,3.6109638
20169,3.2173395,3.1714449,1323,"[3.06724691 3.05224228 3.03690672 3.03535748 3.02491355 3.02682996
 3.02607274 3.02408862]",SV,1.3152013,0.9882031
20171,4.520328,2.3072593,82,"[2.2037189  2.19364882 2.18614364 2.17184472 2.17692065 2.17370105
 2.17300701 2.17693567]",LR,1.9012861,2.740319
20173,2.1545398,4.9175749,18829,"[4.75374174 4.74728584 4.74546814 4.73612118 4.74504805 4.73965263
 4.74515867 4.74564266]",SV,2.3615644,2.140347
20175,5.6866837,0.97967827,148,"[0.93096381 0.90551728 0.9018442  0.89226967 0.89444268 0.89487493
 0.89202368 0.88918364]",SV,10.019673,4.9335604
20177,0.60757464,4.6882734,6346,"[4.68345594 4.69025087 4.69834185 4.70432901 4.70037699 4.71797132
 4.70929527 4.71234703]",SV,0.6736561,0.39932206
20179,2.0139754,1.9392034,37,"[1.93108082 1.9199127  1.91152251 1.89341807 1.89128566 1.88501823
 1.87453127 1.86202371]",tf_dense,4.6765127,3.7631364
20181,2.819412,2.830606,128,"[2.84372211 2.82215786 2.80249882 2.76812577 2.77317691 2.76789212
 2.75004292 2.73419809]",SV,2.202771,1.1437445
20183,4.0753083,2.1791768,63,"[2.35149145 2.33168054 2.31293082 2.31395364 2.27873302 2.2978549
 2.27569222 2.26671028]",LR,1.969906,1.978511
20185,6.2792883,2.3025265,72,"[2.23827767 2.28636384 2.31480122 2.40047765 2.41610408 2.47989202
 2.48597741 2.5070076 ]",SV,5.5320406,3.3507187
20187,5.9811354,1.5058179,22,"[1.41523099 1.41918874 1.40784037 1.4215256  1.41193306 1.42609882
 1.43420637 1.45153093]",SV,3.816561,0.54347837
20189,5.850689,1.0774757,42,"[1.17851675 1.17899323 1.1850152  1.19020092 1.20383167 1.22066283
 1.23144341 1.22417605]",LR,4.234676,4.248108
20191,7.7535415,2.5895381,449,"[2.9222939  2.89859414 2.8373282  2.83686805 2.7529645  2.70998883
 2.66421986 2.67475271]",SV,13.612678,0.6719093
20193,1.5951216,2.5722399,154,"[2.44177866 2.46018314 2.5031147  2.53853965 2.5572319  2.56397867
 2.57495451 2.5947628 ]",LR,0.9291945,2.278051
20195,14.18319,0.8304196,19,"[0.97389024 0.97129422 0.96444929 0.95721471 0.95308143 0.94065005
 0.9313736  0.92194849]",LR,6.674671,15.444856
20197,7.3087397,1.9996191,105,"[1.84783471 1.84813035 1.86855531 1.86602366 1.86142516 1.88704634
 1.903072   1.91975605]",LR,1.898589,3.0465286
20199,4.768124,2.1097047,25,"[2.32868266 2.32680607 2.31305385 2.29671001 2.27865434 2.26734042
 2.25321651 2.23205185]",LR,3.0605063,4.4038477
20201,10.327082,2.1281571,91,"[1.88187361 1.87010813 1.87253726 1.86839664 1.87685227 1.87523341
 1.87404394 1.93479228]",SV,2.304253,2.2073376
20203,5.583192,1.8668326,30,"[1.64845288 1.66367567 1.70185053 1.7316401  1.76035321 1.7752552
 1.80675769 1.83994913]",SV,3.7086122,1.2931029
20205,1.0228775,1.6129032,106,"[1.67789364 1.67238772 1.6748203  1.66819859 1.66535497 1.66913033
 1.66543436 1.66671729]",SV,2.2919204,0.9262802
20207,7.3780565,1.192843,30,"[1.05018258 1.05258358 1.05475712 1.05506718 1.05902648 1.0582391
 1.0561626  1.06370854]",LR,5.9591265,6.401335
20209,3.3790975,4.3100924,5150,"[4.0583787  4.06356907 4.06488943 4.07028151 4.0924325  4.11057758
 4.11160946 4.14434767]",LR,1.1105182,3.002808
21001,11.134929,2.1366699,333,"[1.85558951 1.86644995 1.87054098 1.84889293 1.88484275 1.86095929
 1.87196267 1.92425525]",LR,0.98251635,0.998341
21003,3.7054732,1.3163614,212,"[1.30774546 1.30810094 1.30974102 1.30773878 1.31793594 1.31177914
 1.31867325 1.32711565]",LR,3.1700327,3.3088605
21005,1.3543508,3.5594008,613,"[3.45454884 3.47866964 3.49768853 3.53128028 3.53888226 3.56293726
 3.58284736 3.59951234]",SV,2.1475163,0.68022233
21007,13.0016775,0.94309461,59,"[0.65479636 0.65481734 0.65964872 0.65622795 0.65335476 0.65671921
 0.65661466 0.65375328]",SV,14.476215,12.914056
21009,4.2974315,1.8781998,631,"[1.73566306 1.73881841 1.73786092 1.7362746  1.73769689 1.73459649
 1.73926437 1.73852968]",tf_dense,4.54887,4.8996882
21011,10.084823,1.0897713,101,"[0.94751108 0.94848132 0.94932044 0.94653112 0.95005983 0.94735676
 0.9476136  0.94442773]",SV,9.17055,6.8399587
21013,0.9222059,1.0701089,223,"[1.03480411 1.03631961 1.04186416 1.04515183 1.05169868 1.05589354
 1.06153476 1.07302821]",SV,1.5548319,0.8571057
21015,6.2209606,6.303153,6159,"[5.95055676 5.82785273 5.79532576 5.66896248 5.64637709 5.60017109
 5.60394526 5.55596638]",SV,3.3444066,2.4485517
21017,4.171661,2.6763833,415,"[2.56576157 2.55192399 2.54925084 2.53018308 2.52562737 2.52039957
 2.52120018 2.52148175]",SV,2.3427432,1.6038905
21019,4.179969,3.1289446,1165,"[3.23348475 3.23295784 3.22746491 3.22116685 3.22348666 3.21279502
 3.21989775 3.22263026]",tf_dense,7.1800528,7.348457
21021,0.69341344,2.6422932,636,"[2.55054045 2.5666337  2.57631397 2.59382367 2.60468245 2.61618328
 2.62258148 2.63295197]",tf_dense,0.9347505,1.6635824
21023,4.3324366,1.5323855,97,"[1.45119441 1.45764899 1.46668494 1.44958806 1.45682526 1.44902492
 1.45257533 1.45254862]",SV,7.6831803,3.3667126
21025,3.1802595,0.75727773,77,"[0.74336433 0.73546964 0.73679197 0.73225003 0.72817498 0.72596669
 0.72811127 0.72303623]",SV,2.8932312,2.3364208
21027,2.7166557,2.5509877,399,"[2.41468883 2.42341614 2.41657352 2.4196744  2.47721457 2.4802537
 2.50413966 2.52507639]",LR,2.7001064,2.8089073
21029,3.5923142,2.313885,1463,"[2.2393651  2.23962522 2.24037457 2.23018694 2.23547697 2.22608232
 2.231709   2.23286986]",SV,3.2067575,2.4175947
21031,4.3802214,1.177665,116,"[1.09005308 1.08986378 1.08860314 1.08945096 1.09744835 1.10117495
 1.1138556  1.12292385]",SV,3.1696002,2.4111185
21033,2.2634683,1.2395854,122,"[1.18904173 1.19370353 1.20357811 1.2206887  1.23535359 1.23731267
 1.24660027 1.25384569]",SV,1.693357,0.8181013
21035,0.57145023,4.5148773,1443,"[4.45469761 4.45063686 4.44404411 4.48104334 4.44612646 4.48439646
 4.46030664 4.46043682]",tf_dense,1.6232238,1.4207346
21037,1.0147457,4.6254168,3426,"[4.6329217  4.64664412 4.65159559 4.671206   4.67513609 4.68930006
 4.6952033  4.7181778 ]",LR,0.69291216,0.8495476
21039,6.901475,3.9430449,144,"[3.36261559 3.38652039 3.37733197 3.4079895  3.4218514  3.46083617
 3.47846007 3.52494049]",SV,4.709013,4.0017776
21041,4.061158,1.325925,105,"[1.32843006 1.32649767 1.32381105 1.31835353 1.30039179 1.29078102
 1.28093803 1.27878881]",LR,2.820121,2.8497357
21043,6.521812,0.96362323,200,"[0.81047291 0.81319177 0.81906748 0.83542979 0.82964039 0.85002506
 0.85292506 0.85956001]",LR,1.7977817,3.263769
21045,12.486174,2.2305133,275,"[1.90608299 1.92322218 1.93598318 1.95151103 1.9677459  1.94805503
 1.99087656 2.02980113]",SV,4.17526,3.7356622
21047,2.6703954,1.9302353,1006,"[1.94922578 1.93739283 1.92494059 1.90378189 1.91021979 1.88405085
 1.88838971 1.87985909]",LR,0.6363176,0.8004709
21049,1.1108749,3.7739205,1061,"[3.54049778 3.58289742 3.64659214 3.67106605 3.67975402 3.69730926
 3.71141195 3.73095393]",LR,1.0597622,2.2407978
21051,3.620588,0.49223778,78,"[0.47928438 0.47919762 0.47763509 0.47651759 0.4716751  0.46676213
 0.46800151 0.46570089]",SV,4.3034177,3.0214417
21053,8.462315,0.52684397,42,"[0.47301412 0.47300416 0.47375298 0.47224668 0.4742232  0.47295097
 0.47347936 0.47382379]",SV,11.053067,7.8125315
21055,3.6592915,1.0814708,75,"[1.14899433 1.14500892 1.14803576 1.12917078 1.14279187 1.12799001
 1.1256386  1.11914718]",LR,1.8221056,3.9655433
21057,8.382908,1.53198,80,"[1.3156178  1.3215909  1.32799399 1.32779777 1.33680582 1.34142447
 1.34794819 1.35519576]",LR,4.722746,6.6168323
21059,2.5214334,3.5758259,2730,"[3.53333092 3.53162861 3.52520394 3.49922228 3.4995296  3.46157503
 3.46277761 3.44042349]",SV,2.7875087,1.4894321
21061,7.76522,0.54528928,54,"[0.60119975 0.60330892 0.60088748 0.5836972  0.58714831 0.56936419
 0.54942256 0.55134249]",SV,6.201622,2.5594013
21063,14.491156,0.44117647,27,"[0.36030236 0.35966551 0.36545974 0.36949873 0.36823502 0.38020217
 0.3965351  0.42901266]",SV,2.8254554,1.3736262
21065,2.6999419,1.4154723,159,"[1.47598195 1.47684538 1.46091676 1.43336987 1.42318523 1.41651392
 1.41314328 1.41300237]",tf_dense,2.792294,5.3660064
21067,3.2803636,7.6336088,19457,"[7.22679949 7.23257208 7.24266434 7.23371458 7.25991058 7.23430967
 7.2525363  7.25849724]",LR,2.481381,2.6731033
21069,23.670822,1.228166,135,"[1.68581736 1.68078256 1.67917502 1.67603552 1.66947687 1.66212559
 1.65813851 1.64974928]",tf_dense,24.97953,25.738716
21071,5.4731627,1.510574,425,"[1.39996183 1.3922317  1.39463532 1.39469039 1.39923871 1.39414608
 1.40566611 1.41155577]",LR,2.0422225,2.2537432
21073,2.313479,4.4599009,1789,"[4.3781352  4.33913565 4.36096954 4.36497307 4.38545322 4.38790083
 4.40191126 4.40240002]",SV,0.85068643,0.52205217
21075,4.3173494,1.5690377,75,"[1.56101024 1.55400741 1.55248487 1.54515457 1.54443264 1.54620123
 1.53595221 1.52787995]",LR,1.5462233,1.6118
21077,1.8392183,1.4481822,96,"[1.39804721 1.40730202 1.40745962 1.40836084 1.41232657 1.41506064
 1.42222214 1.42577302]",tf_dense,4.299748,2.0138702
21079,3.2995567,3.3246036,457,"[3.0317359  3.06963205 3.03927088 3.09586525 3.08606529 3.12166691
 3.12184834 3.15193987]",LR,0.8983892,2.5315936
21081,2.278794,2.0692291,379,"[2.04151702 2.03467441 2.02580833 2.01736236 2.01290584 2.00660491
 2.00680614 2.00262833]",SV,2.2647436,1.9985951
21083,3.365461,3.364413,949,"[3.00500774 3.01660681 3.02318406 3.02155399 3.03792548 3.03726101
 3.04483175 3.05312872]",tf_dense,3.77388,3.766165
