Country,MAPE,Density,Active,forecast
17143,0.5964148,4.5347204,6260,"tf.Tensor(
[4.4296007 4.440839  4.4652834 4.493637  4.510548  4.5167675 4.533818
 4.547534 ], shape=(8,), dtype=float32)"
17145,2.5729249,0.97463596,166,"tf.Tensor(
[0.9815373  0.9828198  0.98249286 0.9777807  0.9780653  0.97257733
 0.9711935  0.9706988 ], shape=(8,), dtype=float32)"
17147,2.5434494,5.0616026,645,"tf.Tensor(
[5.189479  5.1864924 5.191334  5.192149  5.198385  5.2204847 5.220138
 5.2201505], shape=(8,), dtype=float32)"
17149,1.025278,1.3573911,164,"tf.Tensor(
[1.3460319 1.3367963 1.3371449 1.3372272 1.3432826 1.3434854 1.3448482
 1.3513949], shape=(8,), dtype=float32)"
17151,8.11797,0.72972214,26,"tf.Tensor(
[0.7823082  0.7665441  0.7349967  0.7097914  0.7029009  0.68925184
 0.691077   0.6817329 ], shape=(8,), dtype=float32)"
17153,5.317252,1.6909347,72,"tf.Tensor(
[1.65454   1.663016  1.6608331 1.6219926 1.6140546 1.5997853 1.6005431
 1.595365 ], shape=(8,), dtype=float32)"
17155,7.666219,2.5702462,118,"tf.Tensor(
[2.186162  2.179278  2.1728423 2.1469584 2.1585908 2.1506042 2.1553462
 2.1508524], shape=(8,), dtype=float32)"
17157,6.675658,1.5861962,410,"tf.Tensor(
[1.4587439 1.4560516 1.4579202 1.4541303 1.4568007 1.4524944 1.4546375
 1.4542071], shape=(8,), dtype=float32)"
17159,10.135306,1.9980103,241,"tf.Tensor(
[2.1502311 2.180177  2.175433  2.1742249 2.1910698 2.1918147 2.1903794
 2.204479 ], shape=(8,), dtype=float32)"
17161,1.9785895,3.7704904,4184,"tf.Tensor(
[3.6221757 3.6259665 3.6323044 3.6415086 3.6621017 3.675567  3.6888933
 3.7010086], shape=(8,), dtype=float32)"
17163,2.6056654,3.7936175,7582,"tf.Tensor(
[3.6305516 3.6420605 3.6445014 3.6577783 3.6709073 3.6803575 3.6854641
 3.6963942], shape=(8,), dtype=float32)"
17165,1.846848,1.9130528,356,"tf.Tensor(
[1.7991697 1.825426  1.8416015 1.8619481 1.8836427 1.8772116 1.8873324
 1.9128295], shape=(8,), dtype=float32)"
17167,1.70541,12.569666,19148,"tf.Tensor(
[12.28348  12.284634 12.140874 12.280692 12.153502 12.301313 12.456363
 12.335167], shape=(8,), dtype=float32)"
17169,6.0208707,1.15526,66,"tf.Tensor(
[1.2758151 1.2716382 1.2680731 1.2668095 1.2647203 1.2631439 1.2568076
 1.2562758], shape=(8,), dtype=float32)"
17171,12.84829,1.1986738,47,"tf.Tensor(
[1.5437075 1.507895  1.4768504 1.4308809 1.4362404 1.388056  1.3529389
 1.316059 ], shape=(8,), dtype=float32)"
17173,1.8184278,1.2788025,217,"tf.Tensor(
[1.3205267 1.3093714 1.3016077 1.305173  1.2922463 1.2989326 1.2863234
 1.2842649], shape=(8,), dtype=float32)"
17175,8.768661,2.1703231,92,"tf.Tensor(
[1.9694828 1.9638661 1.9629545 2.0192552 2.0106947 2.0592897 2.0511248
 2.114056 ], shape=(8,), dtype=float32)"
17177,3.1264598,5.1021862,1790,"tf.Tensor(
[5.0137134 5.0031605 5.0082984 5.0136714 5.0018873 5.004258  4.9966683
 4.9898047], shape=(8,), dtype=float32)"
17179,3.530937,3.0617025,3138,"tf.Tensor(
[2.9946227 2.9870257 2.9467921 2.88898   2.9189873 2.8630674 2.861259
 2.856604 ], shape=(8,), dtype=float32)"
17181,2.018223,1.6374887,217,"tf.Tensor(
[1.6604449 1.6589463 1.662955  1.6611234 1.6598548 1.6613848 1.6581619
 1.6548928], shape=(8,), dtype=float32)"
17183,4.5590906,1.9897271,1166,"tf.Tensor(
[1.9093815 1.8947344 1.890417  1.8825415 1.8906219 1.8773632 1.8815349
 1.8816566], shape=(8,), dtype=float32)"
17185,7.4618473,1.5617977,139,"tf.Tensor(
[1.489757  1.4817612 1.4873555 1.4779015 1.4888817 1.481364  1.4907645
 1.484247 ], shape=(8,), dtype=float32)"
17187,2.5572333,1.2950832,172,"tf.Tensor(
[1.3436347 1.325444  1.3074199 1.2904915 1.2781322 1.2671198 1.2576231
 1.2439677], shape=(8,), dtype=float32)"
17189,1.4919392,2.4188416,266,"tf.Tensor(
[2.3046043 2.3386338 2.3545423 2.3827531 2.395061  2.412026  2.4277503
 2.459296 ], shape=(8,), dtype=float32)"
17191,2.39349,0.87121814,110,"tf.Tensor(
[0.9174346  0.9172513  0.91630405 0.91499037 0.91849124 0.9141849
 0.9075035  0.90685207], shape=(8,), dtype=float32)"
17193,5.6985607,1.6869034,182,"tf.Tensor(
[1.5782709 1.5692775 1.5636986 1.5348036 1.5414214 1.5285428 1.5265522
 1.5287592], shape=(8,), dtype=float32)"
17195,2.26968,2.9076476,1260,"tf.Tensor(
[2.7817116 2.7888958 2.7970412 2.8023398 2.8022597 2.8028839 2.8070848
 2.8087637], shape=(8,), dtype=float32)"
17197,5.2342706,16.852898,87282,"tf.Tensor(
[14.984346 15.070944 15.181344 15.316696 15.42638  15.540265 15.722594
 15.867747], shape=(8,), dtype=float32)"
17199,2.8789742,3.2308605,1691,"tf.Tensor(
[3.0505579 3.0665076 3.0525103 3.0162244 3.047792  3.0346863 3.0489204
 3.071301 ], shape=(8,), dtype=float32)"
17201,2.309504,4.2584643,9247,"tf.Tensor(
[4.1542253 4.1456995 4.142397  4.142539  4.1528788 4.146378  4.1499424
 4.152863 ], shape=(8,), dtype=float32)"
17203,1.8438227,2.6267123,767,"tf.Tensor(
[2.5459716 2.5459163 2.5427065 2.5369089 2.5334766 2.527999  2.5260496
 2.5271487], shape=(8,), dtype=float32)"
18001,2.0647316,2.1257386,518,"tf.Tensor(
[2.079022  2.0748713 2.065552  2.049969  2.0531926 2.0402246 2.0362666
 2.0347176], shape=(8,), dtype=float32)"
18003,1.3074418,5.5186033,15399,"tf.Tensor(
[5.3321943 5.3401694 5.357032  5.360984  5.370054  5.3722844 5.367644
 5.3693256], shape=(8,), dtype=float32)"
18005,3.409186,3.2773945,2076,"tf.Tensor(
[3.1204271 3.1198716 3.1201494 3.1144807 3.1199856 3.1124787 3.122647
 3.1190758], shape=(8,), dtype=float32)"
18007,3.470248,3.3425329,218,"tf.Tensor(
[3.125925  3.1276767 3.1268733 3.1183999 3.1312523 3.1202536 3.1347704
 3.1293914], shape=(8,), dtype=float32)"
18009,3.7770607,1.3321874,124,"tf.Tensor(
[1.4302319 1.4306272 1.4292542 1.4321673 1.4267436 1.4202449 1.4180738
 1.4147961], shape=(8,), dtype=float32)"
18011,4.243995,8.6119738,4242,"tf.Tensor([8.117748 8.142474 8.145255 8.140041 8.16266  8.121983 8.164004 8.154285], shape=(8,), dtype=float32)"
18013,1.1713233,5.0221329,624,"tf.Tensor(
[4.9956236 4.9933553 4.9808197 4.977756  4.972676  4.970173  4.971626
 4.984221 ], shape=(8,), dtype=float32)"
18015,3.4694746,1.5387563,241,"tf.Tensor(
[1.5678957 1.5751033 1.5814914 1.5846188 1.5915089 1.6019788 1.6003666
 1.6063845], shape=(8,), dtype=float32)"
18017,1.2504265,1.6362383,475,"tf.Tensor(
[1.585739  1.586338  1.5877877 1.5980802 1.5993727 1.609689  1.6149837
 1.6210415], shape=(8,), dtype=float32)"
18019,5.839365,5.431819,4941,"tf.Tensor(
[5.8425736 5.8504534 5.854695  5.8524    5.834218  5.8651385 5.8332486
 5.817336 ], shape=(8,), dtype=float32)"
18021,0.63617426,2.0661569,416,"tf.Tensor(
[2.0241203 2.0307002 2.0328057 2.0429497 2.0520787 2.058075  2.065667
 2.0780158], shape=(8,), dtype=float32)"
18023,3.9058084,2.1307955,506,"tf.Tensor(
[1.9781244 1.9811069 1.9845054 1.9885889 1.9965788 1.9981418 2.0003867
 2.003294 ], shape=(8,), dtype=float32)"
18025,2.2678792,1.4230114,117,"tf.Tensor(
[1.438713  1.4482325 1.4452116 1.4428146 1.4501923 1.4498024 1.4547832
 1.4562788], shape=(8,), dtype=float32)"
18027,3.9674866,1.6199669,381,"tf.Tensor(
[1.5364375 1.5330571 1.529499  1.5243757 1.5292714 1.5250415 1.5238128
 1.5239474], shape=(8,), dtype=float32)"
18029,2.9995613,2.8744602,1105,"tf.Tensor(
[2.7814586 2.7803543 2.783823  2.7817981 2.782493  2.7801995 2.7823832
 2.7817407], shape=(8,), dtype=float32)"
18031,4.051004,4.5031672,910,"tf.Tensor(
[4.1392436 4.134179  4.142289  4.1792855 4.159388  4.1598654 4.1654663
 4.186229 ], shape=(8,), dtype=float32)"
18033,17.838257,3.2793398,1073,"tf.Tensor(
[2.5880852 2.6080837 2.58847   2.594621  2.5977893 2.570396  2.5963016
 2.603654 ], shape=(8,), dtype=float32)"
18035,0.78918254,2.9340403,2745,"tf.Tensor(
[2.8495417 2.8551967 2.8629515 2.8715913 2.8839405 2.9016292 2.9128304
 2.926787 ], shape=(8,), dtype=float32)"
18037,2.6952887,3.0679805,987,"tf.Tensor(
[3.1167727 3.0928717 3.0434775 2.9708173 2.9840543 2.9424996 2.9378033
 2.9321804], shape=(8,), dtype=float32)"
18039,10.351751,6.9777145,10367,"tf.Tensor(
[7.6875343 7.8031993 7.865534  7.9020333 7.8945103 7.9377465 7.911701
 7.9083357], shape=(8,), dtype=float32)"
18041,16.219568,3.1963978,575,"tf.Tensor(
[2.4674377 2.5163295 2.513203  2.5129738 2.5433786 2.5948806 3.296848
 3.3431313], shape=(8,), dtype=float32)"
18043,6.1277213,5.7311106,3455,"tf.Tensor(
[5.3598127 5.34612   5.2965226 5.191204  5.217907  5.1660943 5.1928215
 5.1878295], shape=(8,), dtype=float32)"
18045,1.9413571,1.8054475,232,"tf.Tensor(
[1.7140341 1.7259138 1.7229812 1.7205924 1.7173476 1.7307688 1.7331376
 1.7340039], shape=(8,), dtype=float32)"
18047,8.317351,1.8147252,315,"tf.Tensor(
[1.5682027 1.5695795 1.5729917 1.5741801 1.5729105 1.5816163 1.5765193
 1.5805749], shape=(8,), dtype=float32)"
18049,1.3831964,1.7446419,267,"tf.Tensor(
[1.7042979 1.7040535 1.6933964 1.6920736 1.6879133 1.6881759 1.6872705
 1.6903919], shape=(8,), dtype=float32)"
18051,1.0224794,6.5296111,1677,"tf.Tensor(
[6.5650783 6.566847  6.5218983 6.4789476 6.5210733 6.4597845 6.484679
 6.460469 ], shape=(8,), dtype=float32)"
18053,1.5273608,2.1116657,1104,"tf.Tensor(
[2.0853853 2.0853205 2.0879645 2.0891755 2.0880601 2.085692  2.0930295
 2.0878599], shape=(8,), dtype=float32)"
18055,1.8696014,2.0601778,519,"tf.Tensor(
[1.9182483 1.9298955 1.943616  1.9726874 2.010638  2.0267293 2.0461302
 2.062555 ], shape=(8,), dtype=float32)"
18057,1.6836768,13.56665,32756,"tf.Tensor(
[12.658555 12.665309 12.672641 12.654796 12.668139 12.650149 12.656775
 12.664938], shape=(8,), dtype=float32)"
18059,1.595314,4.3804822,2572,"tf.Tensor(
[4.262746  4.2617836 4.2567067 4.2430243 4.2540073 4.2448425 4.2614083
 4.2740316], shape=(8,), dtype=float32)"
18061,2.6349242,2.3225226,724,"tf.Tensor(
[2.2158601 2.20387   2.193499  2.179101  2.1742716 2.1707232 2.1647055
 2.1660576], shape=(8,), dtype=float32)"
18063,2.395088,4.6506238,5817,"tf.Tensor(
[4.4587107 4.460092  4.4490733 4.4367676 4.43153   4.431912  4.4344025
 4.4313335], shape=(8,), dtype=float32)"
18065,3.3983126,2.0238252,773,"tf.Tensor(
[1.9317675 1.9297557 1.9330996 1.9321625 1.9409089 1.9349527 1.9586854
 1.9726217], shape=(8,), dtype=float32)"
18067,2.1779191,2.8900011,1842,"tf.Tensor(
[2.9299006 2.9206946 2.9129016 2.8912132 2.88294   2.87701   2.8624866
 2.8542104], shape=(8,), dtype=float32)"
18069,2.0064256,2.7754416,792,"tf.Tensor(
[2.6729097 2.6714597 2.6672423 2.6650047 2.6691854 2.6634808 2.6651545
 2.668143 ], shape=(8,), dtype=float32)"
18071,7.5121446,2.419524,808,"tf.Tensor(
[2.5766244 2.5944703 2.5988078 2.6093183 2.5955079 2.5999558 2.5839581
 2.5822258], shape=(8,), dtype=float32)"
18073,42.78643,7.9342833,2038,"tf.Tensor(
[2.5328326 2.523696  2.533295  2.47133   2.549811  2.4652538 2.5369055
 2.5457327], shape=(8,), dtype=float32)"
18075,1.4025952,1.6824598,261,"tf.Tensor(
[1.6946139 1.6985996 1.7002887 1.6997998 1.6945248 1.7018715 1.7015933
 1.7030007], shape=(8,), dtype=float32)"
18077,4.59749,1.9269103,493,"tf.Tensor(
[1.8234032 1.8188283 1.8141348 1.8049176 1.8000082 1.7881899 1.7911038
 1.7882258], shape=(8,), dtype=float32)"
18079,2.9085279,1.3404446,284,"tf.Tensor(
[1.3876123 1.3891338 1.3891509 1.3894194 1.390088  1.3872349 1.3857391
 1.3827198], shape=(8,), dtype=float32)"
18081,2.1202326,4.838902,5686,"tf.Tensor(
[4.637625  4.6553764 4.6586947 4.657185  4.678006  4.672416  4.6862307
 4.6942163], shape=(8,), dtype=float32)"
18083,2.098263,1.9757521,572,"tf.Tensor(
[1.9247812 1.9249963 1.9321507 1.9255879 1.9254668 1.9197676 1.9267919
 1.9268926], shape=(8,), dtype=float32)"
18085,14.718288,6.2735653,3777,"tf.Tensor(
[5.1256113 5.130472  5.1463833 5.15608   5.1752024 5.1966224 5.2123003
 5.234323 ], shape=(8,), dtype=float32)"
18087,8.002814,1.5688924,418,"tf.Tensor(
[1.7121558 1.7065722 1.7055477 1.7151042 1.709991  1.713535  1.7140136
 1.7144998], shape=(8,), dtype=float32)"
18089,2.6246634,4.070251,15129,"tf.Tensor(
[3.8745475 3.8844767 3.8940306 3.9086668 3.9177098 3.9281173 3.9354627
 3.9481473], shape=(8,), dtype=float32)"
18091,1.9979585,3.0859194,2665,"tf.Tensor(
[3.1365097 3.1406505 3.148606  3.1540601 3.172495  3.1682646 3.1796167
 3.1750786], shape=(8,), dtype=float32)"
18093,0.9353366,2.2528336,803,"tf.Tensor(
[2.219708  2.2239578 2.2244298 2.2263155 2.2367165 2.2366612 2.2423487
 2.2472322], shape=(8,), dtype=float32)"
18095,5.3381004,2.8369215,2878,"tf.Tensor(
[2.7113478 2.7054713 2.7080364 2.7041862 2.7084274 2.699001  2.7078063
 2.7050414], shape=(8,), dtype=float32)"
18097,4.4973483,6.9174786,49880,"tf.Tensor(
[6.5268598 6.5070343 6.45717   6.430381  6.4173775 6.402101  6.417338
 6.416973 ], shape=(8,), dtype=float32)"
18099,1.0002564,3.552772,1231,"tf.Tensor(
[3.4170272 3.4149168 3.4155374 3.4228427 3.4162667 3.424558  3.4295437
 3.4326575], shape=(8,), dtype=float32)"
18101,11.116536,1.8073812,143,"tf.Tensor(
[1.5983468 1.6034794 1.6102897 1.6015471 1.6086564 1.5975788 1.6108832
 1.6090184], shape=(8,), dtype=float32)"
18103,1.912456,1.159276,326,"tf.Tensor(
[1.1317636 1.1291795 1.1266747 1.1280446 1.124208  1.1223247 1.1234841
 1.1240578], shape=(8,), dtype=float32)"
18105,2.5447721,5.3002596,6579,"tf.Tensor(
[5.1114025 5.108985  5.111457  5.108763  5.1138325 5.115839  5.118258
 5.114642 ], shape=(8,), dtype=float32)"
18107,3.9962604,2.1203554,630,"tf.Tensor(
[2.0221136 2.0152032 2.008822  1.9951702 1.9977101 1.9770379 1.9830493
 1.9668756], shape=(8,), dtype=float32)"
18109,3.9067647,2.8400929,1542,"tf.Tensor(
[2.6844187 2.686953  2.6830385 2.6719484 2.681427  2.671377  2.6777053
 2.6804307], shape=(8,), dtype=float32)"
18111,2.6680865,1.5572352,171,"tf.Tensor(
[1.6421325 1.6448643 1.6383168 1.6297266 1.6329453 1.6173531 1.6092378
 1.6083763], shape=(8,), dtype=float32)"
18113,0.60640997,2.029721,728,"tf.Tensor(
[2.0457108 2.0479221 2.0453885 2.0441804 2.0446687 2.0401814 2.0416157
 2.0376515], shape=(8,), dtype=float32)"
18115,3.3321571,1.4072673,67,"tf.Tensor(
[1.4581275 1.4260969 1.4363875 1.4107543 1.4090136 1.400996  1.4075081
 1.4000353], shape=(8,), dtype=float32)"
18117,1.661802,2.449358,370,"tf.Tensor(
[2.4167123 2.411512  2.4073296 2.4033127 2.3965516 2.394091  2.3898318
 2.384268 ], shape=(8,), dtype=float32)"
18119,2.2159877,2.2546821,372,"tf.Tensor(
[2.251593  2.254999  2.262043  2.2687216 2.2806597 2.2928565 2.2938743
 2.3084388], shape=(8,), dtype=float32)"
18121,3.5600498,1.2237762,161,"tf.Tensor(
[1.1624293 1.1597934 1.1594524 1.1561683 1.1544168 1.1531748 1.1526452
 1.1513612], shape=(8,), dtype=float32)"
18123,5.558931,1.241123,187,"tf.Tensor(
[1.315771  1.3052527 1.2974368 1.2612858 1.2693071 1.2494628 1.2322716
 1.2242998], shape=(8,), dtype=float32)"
18125,7.246134,0.96124029,93,"tf.Tensor(
[1.0764881 1.0608597 1.0531676 1.0384259 1.0296314 1.0171206 1.0070413
 0.9953672], shape=(8,), dtype=float32)"
18127,3.9311006,4.791389,6330,"tf.Tensor(
[4.6382732 4.6470523 4.6479225 4.634444  4.6466165 4.6222153 4.62915
 4.6317706], shape=(8,), dtype=float32)"
18129,2.717394,1.6119282,320,"tf.Tensor(
[1.5694609 1.5689316 1.5653615 1.5604106 1.5618784 1.5532162 1.5535113
 1.552927 ], shape=(8,), dtype=float32)"
18131,7.784997,1.7686375,172,"tf.Tensor(
[1.5808783 1.5816275 1.582015  1.5841764 1.5834013 1.5844321 1.5840414
 1.5855782], shape=(8,), dtype=float32)"
18133,1.2721174,3.0919986,934,"tf.Tensor(
[2.9847312 2.9958036 2.9989812 2.994997  3.0105674 3.0143015 3.0248728
 3.0414393], shape=(8,), dtype=float32)"
18135,1.4151316,2.4652505,470,"tf.Tensor(
[2.3626397 2.3679302 2.3758218 2.3886826 2.3903747 2.413131  2.4166853
 2.4381135], shape=(8,), dtype=float32)"
18137,2.3329432,14.995387,3251,"tf.Tensor(
[14.843733 14.888322 14.891844 14.647304 14.723845 14.396011 14.457442
 14.211432], shape=(8,), dtype=float32)"
18139,1.0232673,1.530494,198,"tf.Tensor(
[1.5555748 1.5610808 1.5611262 1.5569167 1.5592599 1.5583333 1.5573584
 1.5513878], shape=(8,), dtype=float32)"
18141,3.0096433,4.7759824,9887,"tf.Tensor(
[4.5238457 4.5399814 4.5477905 4.56053   4.57068   4.572271  4.587589
 4.611294 ], shape=(8,), dtype=float32)"
18143,9.611086,2.7729824,514,"tf.Tensor(
[2.4327843 2.4460475 2.4631236 2.467152  2.4830582 2.4727743 2.4927652
 2.512681 ], shape=(8,), dtype=float32)"
18145,0.904698,2.1290829,732,"tf.Tensor(
[2.1001234 2.1015646 2.1010299 2.1024806 2.104761  2.1034443 2.1043098
 2.1078029], shape=(8,), dtype=float32)"
18147,4.4557266,2.1523595,343,"tf.Tensor(
[2.032963  2.0175753 2.0231884 1.9938225 2.0111473 1.9910485 1.9879272
 1.9910902], shape=(8,), dtype=float32)"
18149,1.1684216,1.4122202,248,"tf.Tensor(
[1.3649633 1.3668537 1.3700012 1.3722324 1.3777959 1.3766731 1.3756591
 1.3802496], shape=(8,), dtype=float32)"
18151,0.44742748,3.0580373,842,"tf.Tensor(
[3.0277941 3.036527  3.0426612 3.0486386 3.0543416 3.057313  3.0654676
 3.0728729], shape=(8,), dtype=float32)"
18153,7.6942964,2.3090799,384,"tf.Tensor(
[2.137425  2.1456661 2.1487603 2.1585174 2.1687293 2.1936045 2.199624
 2.227415 ], shape=(8,), dtype=float32)"
18155,3.345649,1.3257341,107,"tf.Tensor(
[1.3473191 1.3631704 1.3686347 1.373307  1.3868028 1.3914627 1.3915596
 1.4063969], shape=(8,), dtype=float32)"
18157,3.5257995,3.7204037,5718,"tf.Tensor(
[3.4485137 3.423189  3.3951588 3.3867123 3.4151099 3.3459806 3.3419628
 3.3395574], shape=(8,), dtype=float32)"
18159,3.2542963,2.0871599,250,"tf.Tensor(
[2.0112524 2.008828  2.004825  1.9950556 2.0060854 1.9940032 1.9992956
 2.0044594], shape=(8,), dtype=float32)"
18161,6.4949646,1.5586256,88,"tf.Tensor(
[1.6616902 1.6709355 1.6793888 1.7043099 1.716702  1.728147  1.747171
 1.7469381], shape=(8,), dtype=float32)"
18163,5.4822936,4.888967,6957,"tf.Tensor(
[4.3938627 4.387207  4.4308963 4.486505  4.5310974 4.5614266 4.64056
 4.7182794], shape=(8,), dtype=float32)"
18165,10.177881,2.0160291,244,"tf.Tensor(
[1.7499895 1.7520995 1.7524364 1.7516752 1.7517958 1.7561963 1.7526698
 1.7495923], shape=(8,), dtype=float32)"
18167,2.1305368,3.0135221,2574,"tf.Tensor(
[2.843655  2.8491516 2.8541925 2.8559113 2.872175  2.874909  2.8841846
 2.9000485], shape=(8,), dtype=float32)"
18169,4.018398,1.898453,470,"tf.Tensor(
[1.8260717 1.8153683 1.8103013 1.793814  1.7910837 1.7790142 1.779291
 1.7734997], shape=(8,), dtype=float32)"
18171,3.617061,1.1316075,73,"tf.Tensor(
[1.080086  1.0930446 1.09574   1.0975133 1.0803158 1.1003598 1.096485
 1.0926607], shape=(8,), dtype=float32)"
18173,0.46314102,4.3886886,2092,"tf.Tensor(
[4.2733593 4.28294   4.294199  4.3271146 4.317492  4.3585978 4.345984
 4.372656 ], shape=(8,), dtype=float32)"
18175,3.2934175,2.5391078,547,"tf.Tensor(
[2.399984  2.4035022 2.4087207 2.4101374 2.4114592 2.4105446 2.4136891
 2.4119668], shape=(8,), dtype=float32)"
18177,1.8227898,2.8006206,1444,"tf.Tensor(
[2.746134  2.7523496 2.7555876 2.7788093 2.7746694 2.8129447 2.8098087
 2.8401773], shape=(8,), dtype=float32)"
18179,0.9800721,2.9019234,611,"tf.Tensor(
[2.8929636 2.8994265 2.9032416 2.9048011 2.9072587 2.9117622 2.9128268
 2.9142885], shape=(8,), dtype=float32)"
18181,4.9962482,2.9740379,551,"tf.Tensor(
[2.838307  2.8229675 2.8077908 2.791666  2.7777348 2.7475033 2.7450721
 2.7454114], shape=(8,), dtype=float32)"
18183,4.5341825,2.8898854,754,"tf.Tensor(
[2.7030022 2.6937273 2.6831093 2.6694207 2.6712162 2.6560543 2.6719687
 2.6690204], shape=(8,), dtype=float32)"
19001,9.1631365,2.1837213,121,"tf.Tensor(
[2.362731  2.3523984 2.3339956 2.289294  2.281796  2.2580364 2.2442908
 2.2477844], shape=(8,), dtype=float32)"
19003,2.6111157,2.0443521,59,"tf.Tensor(
[2.0182557 2.0290134 2.034021  2.0171237 2.024587  2.0085979 2.0091963
 2.0215747], shape=(8,), dtype=float32)"
19005,8.794546,2.4671519,261,"tf.Tensor(
[2.728352  2.7774105 2.7688653 2.7807388 2.7775438 2.7802203 2.7798805
 2.7716794], shape=(8,), dtype=float32)"
19007,1.3950099,1.7977064,174,"tf.Tensor(
[1.8446437 1.8442025 1.8390723 1.8442467 1.8292614 1.829097  1.8242669
 1.8132112], shape=(8,), dtype=float32)"
19009,11.686642,1.4611872,64,"tf.Tensor(
[1.1101397 1.1040951 1.1119641 1.1152966 1.1156989 1.1174288 1.1244911
 1.1246502], shape=(8,), dtype=float32)"
19011,3.3804085,3.252157,637,"tf.Tensor(
[3.235584  3.229598  3.2161    3.186321  3.1626878 3.0970938 3.056148
 3.054739 ], shape=(8,), dtype=float32)"
19013,1.2535399,4.9926877,5155,"tf.Tensor(
[4.8883724 4.8873644 4.8984036 4.905793  4.9140286 4.916178  4.928962
 4.9354086], shape=(8,), dtype=float32)"
19015,0.9665148,2.7611508,572,"tf.Tensor(
[2.712386  2.7255473 2.7450678 2.7577105 2.769868  2.7752469 2.7850835
 2.7949953], shape=(8,), dtype=float32)"
19017,0.92928505,3.0585449,594,"tf.Tensor(
[3.0736694 3.0665495 3.056698  3.045306  3.0443797 3.0368779 3.0325165
 3.0275543], shape=(8,), dtype=float32)"
19019,0.59184563,2.3395205,363,"tf.Tensor(
[2.3467758 2.352123  2.3492649 2.3304539 2.3505511 2.3318326 2.3353305
 2.3308954], shape=(8,), dtype=float32)"
19021,2.581939,2.5693035,380,"tf.Tensor(
[2.4614205 2.453028  2.4636784 2.415306  2.4592419 2.405609  2.4537175
 2.433684 ], shape=(8,), dtype=float32)"
19023,5.542282,1.5312027,172,"tf.Tensor(
[1.4534106 1.4532242 1.4520876 1.4506396 1.4551349 1.4522748 1.4535824
 1.4574407], shape=(8,), dtype=float32)"
19025,2.9853072,1.6583312,126,"tf.Tensor(
[1.6401434 1.6345823 1.6291754 1.6224217 1.6127586 1.6052227 1.5926125
 1.582678 ], shape=(8,), dtype=float32)"
19027,1.391589,3.6943419,570,"tf.Tensor(
[3.7012122 3.694855  3.670678  3.6109219 3.6244237 3.5811408 3.5747821
 3.5589402], shape=(8,), dtype=float32)"
19029,5.3123574,2.1799171,221,"tf.Tensor(
[1.9887979 1.984758  1.980625  1.9719567 1.9756787 1.9685022 1.971935
 1.9670947], shape=(8,), dtype=float32)"
19031,1.8840575,2.1309192,306,"tf.Tensor(
[2.2492719 2.2262475 2.1878781 2.1627727 2.1494257 2.137525  2.125511
 2.1175404], shape=(8,), dtype=float32)"
19033,1.3541498,3.782953,1280,"tf.Tensor(
[3.7686656 3.7818205 3.7943914 3.818438  3.8044612 3.8297937 3.8107564
 3.8654828], shape=(8,), dtype=float32)"
19035,2.7653978,1.0064458,89,"tf.Tensor(
[0.9789062  0.9744293  0.9687633  0.9625266  0.96656054 0.9599555
 0.96359336 0.96409625], shape=(8,), dtype=float32)"
19037,1.4620003,3.8156321,351,"tf.Tensor(
[3.89907   3.9151397 3.9151053 3.911789  3.9134064 3.910544  3.9089737
 3.9090395], shape=(8,), dtype=float32)"
19039,4.7812605,1.6437579,116,"tf.Tensor(
[1.6231678 1.632353  1.6479619 1.6702739 1.6765982 1.693341  1.7033663
 1.7240931], shape=(8,), dtype=float32)"
19041,3.7367349,3.0218244,378,"tf.Tensor(
[2.9786315 2.9643707 2.9101121 2.8861685 2.8601847 2.843132  2.8378177
 2.8054564], shape=(8,), dtype=float32)"
19043,4.403926,2.8800926,398,"tf.Tensor(
[2.6473553 2.6505466 2.6550653 2.6693876 2.674211  2.6833785 2.6865573
 2.700816 ], shape=(8,), dtype=float32)"
19045,0.7592298,2.0664697,748,"tf.Tensor(
[2.0373259 2.0400202 2.0395463 2.0353632 2.0376508 2.0350363 2.0351853
 2.0387645], shape=(8,), dtype=float32)"
19047,3.5453901,1.3130128,168,"tf.Tensor(
[1.2496433 1.2521092 1.257017  1.2603849 1.2606479 1.2601916 1.2609346
 1.2615323], shape=(8,), dtype=float32)"
19049,2.547599,10.938956,7159,"tf.Tensor(
[10.577132  10.560598  10.51842   10.4534855 10.453451  10.398312
 10.389184  10.372712 ], shape=(8,), dtype=float32)"
19051,2.9611742,4.1752009,265,"tf.Tensor(
[4.258779  4.3045173 4.305305  4.302467  4.3078995 4.3053336 4.2978883
 4.2910237], shape=(8,), dtype=float32)"
19053,1.3711282,2.4047773,149,"tf.Tensor(
[2.5432312 2.5069454 2.466012  2.4303236 2.3861632 2.3593254 2.3579705
 2.3189268], shape=(8,), dtype=float32)"
19055,0.445538,2.2223926,290,"tf.Tensor(
[2.2565591 2.2510986 2.2496588 2.2490983 2.2465885 2.2462337 2.242311
 2.2352078], shape=(8,), dtype=float32)"
19057,1.7569556,3.1805148,965,"tf.Tensor(
[3.0188348 3.022752  3.030343  3.032279  3.0370924 3.0417824 3.0468574
 3.0538802], shape=(8,), dtype=float32)"
19059,0.9895578,6.8511763,958,"tf.Tensor(
[7.0476375 7.0309186 7.0241337 7.0134406 6.989586  6.951375  6.928028
 6.8998933], shape=(8,), dtype=float32)"
