Country,MAPE,Density,Active,forecast,category,new_MAPE,new_predict,new_category
20147,3.948189,2.4075875,99,"[2.56656885 2.57757521 2.58481073 2.59095049 2.58038521 2.58958054
 2.57987142 2.57519102]",2,3.7214369773864746,"[2.577821, 2.577821, 2.577821, 2.577821, 2.577821, 2.577821, 2.577821, 2.577821]",Same value
20149,38.58462,6.8602815,1174,"[3.43622088 3.54575443 3.56542611 3.4512167  3.67522573 3.49857283
 7.43660688 7.65514088]",2,1.6577190160751343,"[6.702507, 6.702507, 6.702507, 6.702507, 6.702507, 6.702507, 6.702507, 6.702507]",Same value
20151,2.5960252,2.3118896,161,"[2.3710463  2.39127898 2.41089106 2.43329382 2.4222064  2.46101356
 2.45323539 2.44577813]",2,1.5062470436096191,"[2.3406088, 2.3406088, 2.3406088, 2.3406088, 2.3406088, 2.3406088, 2.3406088, 2.3406088]",Same value
20153,15.421563,1.6309888,32,"[1.36660135 1.36422539 1.36958408 1.36905837 1.37136161 1.36770117
 1.37930024 1.37256122]",2,12.501215934753418,"[1.4271152  1.4242158  1.42131639 1.41841699 1.41551759 1.41261818
 1.40971878 1.40681938]",LR
20155,2.029223,2.6559465,1285,"[2.6134398  2.60024357 2.58651185 2.58414221 2.58519316 2.57859874
 2.57648492 2.5812304 ]",2,6.049142837524414,"[2.5526023  2.52712054 2.50163879 2.47615703 2.45067528 2.42519352
 2.39971176 2.37423001]",LR
20157,4.241315,4.0708947,147,"[4.24908638 4.2486167  4.27205658 4.30312157 4.3128643  4.36570597
 4.36566639 4.37668419]",2,1.0740488767623901,"[4.0985875  4.11395182 4.12931614 4.14468047 4.16004479 4.17540911
 4.19077343 4.20613775]",LR
20159,1.5277115,2.8382213,210,"[2.88549471 2.87922382 2.85960889 2.83684039 2.82539368 2.81497812
 2.80374241 2.78877211]",2,0.8746473789215088,"[2.8517368, 2.8517368, 2.8517368, 2.8517368, 2.8517368, 2.8517368, 2.8517368, 2.8517368]",Same value
20161,0.67533404,5.4868689,3395,"[5.55453587 5.56435633 5.56734657 5.55773258 5.5617609  5.55405998
 5.56379461 5.55604982]",1,0.67533404,"966    [5.55453587 5.56435633 5.56734657 5.55773258 5...
Name: forecast, dtype: object",tf_dense
20163,3.2455392,1.5277059,59,"[1.54072249 1.5566932  1.56196129 1.57805896 1.5803442  1.59724176
 1.60039973 1.60891747]",2,3.0896477699279785,"[1.5535991  1.56170454 1.56980998 1.57791542 1.58602086 1.5941263
 1.60223175 1.61033719]",LR
20165,12.012201,1.6372254,38,"[1.31437469 1.32061267 1.32705891 1.3336848  1.33659911 1.34415662
 1.34973419 1.35957932]",2,8.889159202575684,"[1.3356313  1.34963613 1.36364097 1.3776458  1.39165064 1.40565547
 1.41966031 1.43366514]",LR
20167,1.6624871,2.2363026,120,"[2.35198355 2.33005667 2.32170272 2.32004571 2.31917334 2.30933475
 2.29589796 2.29816341]",2,3.610963821411133,"[2.3667536, 2.3667536, 2.3667536, 2.3667536, 2.3667536, 2.3667536, 2.3667536, 2.3667536]",Same value
20169,3.2173395,3.1714449,1323,"[3.06724691 3.05224228 3.03690672 3.03535748 3.02491355 3.02682996
 3.02607274 3.02408862]",2,0.9882031083106995,"[3.1067216, 3.1067216, 3.1067216, 3.1067216, 3.1067216, 3.1067216, 3.1067216, 3.1067216]",Same value
20171,4.520328,2.3072593,82,"[2.2037189  2.19364882 2.18614364 2.17184472 2.17692065 2.17370105
 2.17300701 2.17693567]",2,2.740319013595581,"[2.2228475, 2.2228475, 2.2228475, 2.2228475, 2.2228475, 2.2228475, 2.2228475, 2.2228475]",Same value
20173,2.1545398,4.9175749,18829,"[4.75374174 4.74728584 4.74546814 4.73612118 4.74504805 4.73965263
 4.74515867 4.74564266]",2,2.1403470039367676,"[4.7454634, 4.7454634, 4.7454634, 4.7454634, 4.7454634, 4.7454634, 4.7454634, 4.7454634]",Same value
20175,5.6866837,0.97967827,148,"[0.93096381 0.90551728 0.9018442  0.89226967 0.89444268 0.89487493
 0.89202368 0.88918364]",2,4.933560371398926,"[0.88700604, 0.88700604, 0.88700604, 0.88700604, 0.88700604, 0.88700604, 0.88700604, 0.88700604]",Same value
20177,0.60757464,4.6882734,6346,"[4.68345594 4.69025087 4.69834185 4.70432901 4.70037699 4.71797132
 4.70929527 4.71234703]",1,0.60757464,"974    [4.68345594 4.69025087 4.69834185 4.70432901 4...
Name: forecast, dtype: object",tf_dense
20179,2.0139754,1.9392034,37,"[1.93108082 1.9199127  1.91152251 1.89341807 1.89128566 1.88501823
 1.87453127 1.86202371]",2,3.763136386871338,"[1.8343816, 1.8343816, 1.8343816, 1.8343816, 1.8343816, 1.8343816, 1.8343816, 1.8343816]",Same value
20181,2.819412,2.830606,128,"[2.84372211 2.82215786 2.80249882 2.76812577 2.77317691 2.76789212
 2.75004292 2.73419809]",2,1.1437444686889648,"[2.830606, 2.830606, 2.830606, 2.830606, 2.830606, 2.830606, 2.830606, 2.830606]",Same value
20183,4.0753083,2.1791768,63,"[2.35149145 2.33168054 2.31293082 2.31395364 2.27873302 2.2978549
 2.27569222 2.26671028]",2,1.9785109758377075,"[2.2483571, 2.2483571, 2.2483571, 2.2483571, 2.2483571, 2.2483571, 2.2483571, 2.2483571]",Same value
20185,6.2792883,2.3025265,72,"[2.23827767 2.28636384 2.31480122 2.40047765 2.41610408 2.47989202
 2.48597741 2.5070076 ]",2,3.3507187366485596,"[2.462424, 2.462424, 2.462424, 2.462424, 2.462424, 2.462424, 2.462424, 2.462424]",Same value
20187,5.9811354,1.5058179,22,"[1.41523099 1.41918874 1.40784037 1.4215256  1.41193306 1.42609882
 1.43420637 1.45153093]",2,3.816560983657837,"[1.5058179  1.5198998  1.53398171 1.54806361 1.56214551 1.57622741
 1.59030932 1.60439122]",LR
20189,5.850689,1.0774757,42,"[1.17851675 1.17899323 1.1850152  1.19020092 1.20383167 1.22066283
 1.23144341 1.22417605]",2,4.24810791015625,"[1.2057465, 1.2057465, 1.2057465, 1.2057465, 1.2057465, 1.2057465, 1.2057465, 1.2057465]",Same value
20191,7.7535415,2.5895381,449,"[2.9222939  2.89859414 2.8373282  2.83686805 2.7529645  2.70998883
 2.66421986 2.67475271]",2,0.6719092726707458,"[2.6010728, 2.6010728, 2.6010728, 2.6010728, 2.6010728, 2.6010728, 2.6010728, 2.6010728]",Same value
20193,1.5951216,2.5722399,154,"[2.44177866 2.46018314 2.5031147  2.53853965 2.5572319  2.56397867
 2.57495451 2.5947628 ]",2,0.9291945099830627,"[2.5054283  2.52094287 2.53645743 2.551972   2.56748657 2.58300114
 2.5985157  2.61403027]",LR
20195,14.18319,0.8304196,19,"[0.97389024 0.97129422 0.96444929 0.95721471 0.95308143 0.94065005
 0.9313736  0.92194849]",2,6.674671173095703,"[0.96153843 0.93979906 0.91805969 0.89632031 0.87458094 0.85284157
 0.8311022  0.80936282]",LR
20197,7.3087397,1.9996191,105,"[1.84783471 1.84813035 1.86855531 1.86602366 1.86142516 1.88704634
 1.903072   1.91975605]",2,3.0465285778045654,"[1.9615312, 1.9615312, 1.9615312, 1.9615312, 1.9615312, 1.9615312, 1.9615312, 1.9615312]",Same value
20199,4.768124,2.1097047,25,"[2.32868266 2.32680607 2.31305385 2.29671001 2.27865434 2.26734042
 2.25321651 2.23205185]",2,3.0605063438415527,"[2.278481   2.27021335 2.26194569 2.25367804 2.24541038 2.23714273
 2.22887507 2.22060742]",LR
20201,10.327082,2.1281571,91,"[1.88187361 1.87010813 1.87253726 1.86839664 1.87685227 1.87523341
 1.87404394 1.93479228]",2,2.2073376178741455,"[2.0579982, 2.0579982, 2.0579982, 2.0579982, 2.0579982, 2.0579982, 2.0579982, 2.0579982]",Same value
20203,5.583192,1.8668326,30,"[1.64845288 1.66367567 1.70185053 1.7316401  1.76035321 1.7752552
 1.80675769 1.83994913]",2,1.2931028604507446,"[1.8668326, 1.8668326, 1.8668326, 1.8668326, 1.8668326, 1.8668326, 1.8668326, 1.8668326]",Same value
20205,1.0228775,1.6129032,106,"[1.67789364 1.67238772 1.6748203  1.66819859 1.66535497 1.66913033
 1.66543436 1.66671729]",1,1.0228775,"988    [1.67789364 1.67238772 1.6748203  1.66819859 1...
Name: forecast, dtype: object",tf_dense
20207,7.3780565,1.192843,30,"[1.05018258 1.05258358 1.05475712 1.05506718 1.05902648 1.0582391
 1.0561626  1.06370854]",2,5.9591264724731445,"[1.0735587  1.07516486 1.07677102 1.07837719 1.07998335 1.08158951
 1.08319567 1.08480183]",LR
20209,3.3790975,4.3100924,5150,"[4.0583787  4.06356907 4.06488943 4.07028151 4.0924325  4.11057758
 4.11160946 4.14434767]",2,3.002808094024658,"[4.1050491, 4.1050491, 4.1050491, 4.1050491, 4.1050491, 4.1050491, 4.1050491, 4.1050491]",Same value
21001,11.134929,2.1366699,333,"[1.85558951 1.86644995 1.87054098 1.84889293 1.88484275 1.86095929
 1.87196267 1.92425525]",2,0.9983410239219666,"[2.1174207, 2.1174207, 2.1174207, 2.1174207, 2.1174207, 2.1174207, 2.1174207, 2.1174207]",Same value
21003,3.7054732,1.3163614,212,"[1.30774546 1.30810094 1.30974102 1.30773878 1.31793594 1.31177914
 1.31867325 1.32711565]",2,3.3088605403900146,"[1.3163614, 1.3163614, 1.3163614, 1.3163614, 1.3163614, 1.3163614, 1.3163614, 1.3163614]",Same value
21005,1.3543508,3.5594008,613,"[3.45454884 3.47866964 3.49768853 3.53128028 3.53888226 3.56293726
 3.58284736 3.59951234]",1,1.3543508,"993    [3.45454884 3.47866964 3.49768853 3.53128028 3...
Name: forecast, dtype: object",tf_dense
21007,13.0016775,0.94309461,59,"[0.65479636 0.65481734 0.65964872 0.65622795 0.65335476 0.65671921
 0.65661466 0.65375328]",2,14.476215362548828,"[0.65537083 0.65170399 0.64803715 0.64437032 0.64070348 0.63703664
 0.6333698  0.62970297]",LR
21009,4.2974315,1.8781998,631,"[1.73566306 1.73881841 1.73786092 1.7362746  1.73769689 1.73459649
 1.73926437 1.73852968]",2,4.899688243865967,"[1.726396, 1.726396, 1.726396, 1.726396, 1.726396, 1.726396, 1.726396, 1.726396]",Same value
21011,10.084823,1.0897713,101,"[0.94751108 0.94848132 0.94932044 0.94653112 0.95005983 0.94735676
 0.9476136  0.94442773]",2,6.839958667755127,"[0.9818731, 0.9818731, 0.9818731, 0.9818731, 0.9818731, 0.9818731, 0.9818731, 0.9818731]",Same value
21013,0.9222059,1.0701089,223,"[1.03480411 1.03631961 1.04186416 1.04515183 1.05169868 1.05589354
 1.06153476 1.07302821]",1,0.9222059,"997    [1.03480411 1.03631961 1.04186416 1.04515183 1...
Name: forecast, dtype: object",tf_dense
21015,6.2209606,6.303153,6159,"[5.95055676 5.82785273 5.79532576 5.66896248 5.64637709 5.60017109
 5.60394526 5.55596638]",2,2.448551654815674,"[6.1168933, 6.1168933, 6.1168933, 6.1168933, 6.1168933, 6.1168933, 6.1168933, 6.1168933]",Same value
21017,4.171661,2.6763833,415,"[2.56576157 2.55192399 2.54925084 2.53018308 2.52562737 2.52039957
 2.52120018 2.52148175]",2,1.6038905382156372,"[2.605443, 2.605443, 2.605443, 2.605443, 2.605443, 2.605443, 2.605443, 2.605443]",Same value
21019,4.179969,3.1289446,1165,"[3.23348475 3.23295784 3.22746491 3.22116685 3.22348666 3.21279502
 3.21989775 3.22263026]",2,7.348456859588623,"[3.3223217, 3.3223217, 3.3223217, 3.3223217, 3.3223217, 3.3223217, 3.3223217, 3.3223217]",Same value
21021,0.69341344,2.6422932,636,"[2.55054045 2.5666337  2.57631397 2.59382367 2.60468245 2.61618328
 2.62258148 2.63295197]",1,0.69341344,"1001    [2.55054045 2.5666337  2.57631397 2.59382367 2...
Name: forecast, dtype: object",tf_dense
21023,4.3324366,1.5323855,97,"[1.45119441 1.45764899 1.46668494 1.44958806 1.45682526 1.44902492
 1.45257533 1.45254862]",2,3.3667125701904297,"[1.4691943, 1.4691943, 1.4691943, 1.4691943, 1.4691943, 1.4691943, 1.4691943, 1.4691943]",Same value
21025,3.1802595,0.75727773,77,"[0.74336433 0.73546964 0.73679197 0.73225003 0.72817498 0.72596669
 0.72811127 0.72303623]",2,2.893231153488159,"[0.75727773 0.75384125 0.75040478 0.7469683  0.74353182 0.74009535
 0.73665887 0.73322239]",LR
21027,2.7166557,2.5509877,399,"[2.41468883 2.42341614 2.41657352 2.4196744  2.47721457 2.4802537
 2.50413966 2.52507639]",2,2.8089072704315186,"[2.455086, 2.455086, 2.455086, 2.455086, 2.455086, 2.455086, 2.455086, 2.455086]",Same value
21029,3.5923142,2.313885,1463,"[2.2393651  2.23962522 2.24037457 2.23018694 2.23547697 2.22608232
 2.231709   2.23286986]",2,2.4175946712493896,"[2.261692, 2.261692, 2.261692, 2.261692, 2.261692, 2.261692, 2.261692, 2.261692]",Same value
21031,4.3802214,1.177665,116,"[1.09005308 1.08986378 1.08860314 1.08945096 1.09744835 1.10117495
 1.1138556  1.12292385]",2,2.411118507385254,"[1.1269035, 1.1269035, 1.1269035, 1.1269035, 1.1269035, 1.1269035, 1.1269035, 1.1269035]",Same value
21033,2.2634683,1.2395854,122,"[1.18904173 1.19370353 1.20357811 1.2206887  1.23535359 1.23731267
 1.24660027 1.25384569]",2,0.8181012868881226,"[1.249746, 1.249746, 1.249746, 1.249746, 1.249746, 1.249746, 1.249746, 1.249746]",Same value
21035,0.57145023,4.5148773,1443,"[4.45469761 4.45063686 4.44404411 4.48104334 4.44612646 4.48439646
 4.46030664 4.46043682]",1,0.57145023,"1008    [4.45469761 4.45063686 4.44404411 4.48104334 4...
Name: forecast, dtype: object",tf_dense
21037,1.0147457,4.6254168,3426,"[4.6329217  4.64664412 4.65159559 4.671206   4.67513609 4.68930006
 4.6952033  4.7181778 ]",1,1.0147457,"1009    [4.6329217  4.64664412 4.65159559 4.671206   4...
Name: forecast, dtype: object",tf_dense
21039,6.901475,3.9430449,144,"[3.36261559 3.38652039 3.37733197 3.4079895  3.4218514  3.46083617
 3.47846007 3.52494049]",2,4.709012985229492,"[3.532311   3.62396415 3.71561729 3.80727044 3.89892359 3.99057674
 4.08222988 4.17388303]",LR
21041,4.061158,1.325925,105,"[1.32843006 1.32649767 1.32381105 1.31835353 1.30039179 1.29078102
 1.28093803 1.27878881]",2,2.849735736846924,"[1.2880415, 1.2880415, 1.2880415, 1.2880415, 1.2880415, 1.2880415, 1.2880415, 1.2880415]",Same value
21043,6.521812,0.96362323,200,"[0.81047291 0.81319177 0.81906748 0.83542979 0.82964039 0.85002506
 0.85292506 0.85956001]",2,1.7977817058563232,"[0.86726087 0.87223612 0.87721137 0.88218662 0.88716188 0.89213713
 0.89711238 0.90208763]",LR
21045,12.486174,2.2305133,275,"[1.90608299 1.92322218 1.93598318 1.95151103 1.9677459  1.94805503
 1.99087656 2.02980113]",2,3.7356622219085693,"[2.3197339, 2.3197339, 2.3197339, 2.3197339, 2.3197339, 2.3197339, 2.3197339, 2.3197339]",Same value
21047,2.6703954,1.9302353,1006,"[1.94922578 1.93739283 1.92494059 1.90378189 1.91021979 1.88405085
 1.88838971 1.87985909]",2,0.8004708886146545,"[1.9762846, 1.9762846, 1.9762846, 1.9762846, 1.9762846, 1.9762846, 1.9762846, 1.9762846]",Same value
21049,1.1108749,3.7739205,1061,"[3.54049778 3.58289742 3.64659214 3.67106605 3.67975402 3.69730926
 3.71141195 3.73095393]",1,1.1108749,"1015    [3.54049778 3.58289742 3.64659214 3.67106605 3...
Name: forecast, dtype: object",tf_dense
21051,3.620588,0.49223778,78,"[0.47928438 0.47919762 0.47763509 0.47651759 0.4716751  0.46676213
 0.46800151 0.46570089]",2,3.021441698074341,"[0.48592705, 0.48592705, 0.48592705, 0.48592705, 0.48592705, 0.48592705, 0.48592705, 0.48592705]",Same value
21053,8.462315,0.52684397,42,"[0.47301412 0.47300416 0.47375298 0.47224668 0.4742232  0.47295097
 0.47347936 0.47382379]",2,7.812531471252441,"[0.47666833, 0.47666833, 0.47666833, 0.47666833, 0.47666833, 0.47666833, 0.47666833, 0.47666833]",Same value
21055,3.6592915,1.0814708,75,"[1.14899433 1.14500892 1.14803576 1.12917078 1.14279187 1.12799001
 1.1256386  1.11914718]",2,1.8221056461334229,"[1.1391492  1.131979   1.1248088  1.11763861 1.11046841 1.10329821
 1.09612801 1.08895782]",LR
21057,8.382908,1.53198,80,"[1.3156178  1.3215909  1.32799399 1.32779777 1.33680582 1.34142447
 1.34794819 1.35519576]",2,4.722745895385742,"[1.3596324  1.36767744 1.37572249 1.38376753 1.39181257 1.39985762
 1.40790266 1.4159477 ]",LR
21059,2.5214334,3.5758259,2730,"[3.53333092 3.53162861 3.52520394 3.49922228 3.4995296  3.46157503
 3.46277761 3.44042349]",2,2.787508726119995,"[3.5312917  3.51796885 3.504646   3.49132314 3.47800029 3.46467744
 3.45135459 3.43803173]",LR
21061,7.76522,0.54528928,54,"[0.60119975 0.60330892 0.60088748 0.5836972  0.58714831 0.56936419
 0.54942256 0.55134249]",2,6.201622009277344,"[0.52509338 0.51949509 0.51389679 0.5082985  0.5027002  0.49710191
 0.49150361 0.48590532]",LR
21063,14.491156,0.44117647,27,"[0.36030236 0.35966551 0.36545974 0.36949873 0.36823502 0.38020217
 0.3965351  0.42901266]",2,1.3736262321472168,"[0.44117647, 0.44117647, 0.44117647, 0.44117647, 0.44117647, 0.44117647, 0.44117647, 0.44117647]",Same value
21065,2.6999419,1.4154723,159,"[1.47598195 1.47684538 1.46091676 1.43336987 1.42318523 1.41651392
 1.41314328 1.41300237]",2,5.366006374359131,"[1.4777887, 1.4777887, 1.4777887, 1.4777887, 1.4777887, 1.4777887, 1.4777887, 1.4777887]",Same value
21067,3.2803636,7.6336088,19457,"[7.22679949 7.23257208 7.24266434 7.23371458 7.25991058 7.23430967
 7.2525363  7.25849724]",2,2.6731033325195312,"[7.2879639, 7.2879639, 7.2879639, 7.2879639, 7.2879639, 7.2879639, 7.2879639, 7.2879639]",Same value
21069,23.670822,1.228166,135,"[1.68581736 1.68078256 1.67917502 1.67603552 1.66947687 1.66212559
 1.65813851 1.64974928]",2,24.979530334472656,"[1.7194324  1.71618704 1.71294168 1.70969632 1.70645096 1.7032056
 1.69996024 1.69671488]",LR
21071,5.4731627,1.510574,425,"[1.39996183 1.3922317  1.39463532 1.39469039 1.39923871 1.39414608
 1.40566611 1.41155577]",2,2.042222499847412,"[1.4465967  1.44765647 1.44871624 1.44977601 1.45083578 1.45189555
 1.45295532 1.45401509]",LR
21073,2.313479,4.4599009,1789,"[4.3781352  4.33913565 4.36096954 4.36497307 4.38545322 4.38790083
 4.40191126 4.40240002]",2,0.8506864309310913,"[4.4923091  4.49774898 4.50318886 4.50862874 4.51406862 4.5195085
 4.52494838 4.53038826]",LR
21075,4.3173494,1.5690377,75,"[1.56101024 1.55400741 1.55248487 1.54515457 1.54443264 1.54620123
 1.53595221 1.52787995]",2,1.611799955368042,"[1.6108787, 1.6108787, 1.6108787, 1.6108787, 1.6108787, 1.6108787, 1.6108787, 1.6108787]",Same value
21077,1.8392183,1.4481822,96,"[1.39804721 1.40730202 1.40745962 1.40836084 1.41232657 1.41506064
 1.42222214 1.42577302]",2,4.299747943878174,"[1.4481822  1.4596823  1.4711824  1.4826825  1.4941826  1.5056827
 1.5171828  1.52868291]",LR
21079,3.2995567,3.3246036,457,"[3.0317359  3.06963205 3.03927088 3.09586525 3.08606529 3.12166691
 3.12184834 3.15193987]",2,0.8983892202377319,"[3.1209078  3.14975727 3.17860674 3.20745621 3.23630568 3.26515515
 3.29400462 3.32285409]",LR
21081,2.278794,2.0692291,379,"[2.04151702 2.03467441 2.02580833 2.01736236 2.01290584 2.00660491
 2.00680614 2.00262833]",2,2.2647435665130615,"[2.0801485  2.07321901 2.06628951 2.05936002 2.05243053 2.04550103
 2.03857154 2.03164205]",LR
21083,3.365461,3.364413,949,"[3.00500774 3.01660681 3.02318406 3.02155399 3.03792548 3.03726101
 3.04483175 3.05312872]",2,3.7738800048828125,"[3.0169816  3.01691129 3.01684098 3.01677068 3.01670037 3.01663006
 3.01655975 3.01648944]",LR
21085,3.2031233,1.8336248,367,"[1.87465692 1.83873415 1.82500339 1.79440415 1.79469049 1.78505957
 1.77923548 1.77055609]",2,2.358112096786499,"[1.7886585, 1.7886585, 1.7886585, 1.7886585, 1.7886585, 1.7886585, 1.7886585, 1.7886585]",Same value
21087,5.93991,0.96640587,84,"[0.88718539 0.88847315 0.8888014  0.88986605 0.89760518 0.89749759
 0.90108472 0.91196096]",2,4.504262447357178,"[0.90888172, 0.90888172, 0.90888172, 0.90888172, 0.90888172, 0.90888172, 0.90888172, 0.90888172]",Same value
21089,1.3095604,1.2970636,360,"[1.31066608 1.31210232 1.30915797 1.30694282 1.30581403 1.30378759
 1.30390429 1.30140877]",1,1.3095604,"1035    [1.31066608 1.31210232 1.30915797 1.30694282 1...
Name: forecast, dtype: object",tf_dense
21091,3.4590693,1.1947974,79,"[1.27335644 1.26325989 1.24087489 1.22646582 1.22691011 1.21273339
 1.20956862 1.19291031]",2,6.9182305335998535,"[1.1645494  1.15285505 1.14116071 1.12946636 1.11777202 1.10607767
 1.09438333 1.08268898]",LR
21093,1.0829581,3.3088901,2739,"[3.28198743 3.28359294 3.27937198 3.28464508 3.28381824 3.29126382
 3.28345823 3.28529954]",1,1.0829581,"1037    [3.28198743 3.28359294 3.27937198 3.28464508 3...
Name: forecast, dtype: object",tf_dense
21095,11.894922,0.69016516,140,"[0.84356356 0.84641182 0.83784837 0.84404039 0.83961284 0.84032744
 0.83659267 0.83742678]",2,10.897871971130371,"[0.83312792, 0.83312792, 0.83312792, 0.83312792, 0.83312792, 0.83312792, 0.83312792, 0.83312792]",Same value
21097,2.5407088,1.4496737,211,"[1.42707705 1.42366993 1.41689575 1.41029668 1.41236377 1.40948546
 1.4104501  1.40657759]",2,2.883507251739502,"[1.4084507, 1.4084507, 1.4084507, 1.4084507, 1.4084507, 1.4084507, 1.4084507, 1.4084507]",Same value
21099,2.2030716,1.3107822,186,"[1.28470707 1.28377271 1.28233361 1.27803254 1.27689219 1.27184081
 1.27130425 1.27066278]",2,0.8777827024459839,"[1.3107822, 1.3107822, 1.3107822, 1.3107822, 1.3107822, 1.3107822, 1.3107822, 1.3107822]",Same value
21101,3.001007,1.7021034,598,"[1.64722824 1.64184725 1.64243209 1.64047682 1.64285064 1.64042759
 1.64303899 1.63901711]",2,6.414849281311035,"[1.6224062  1.6111057  1.5998052  1.5885047  1.5772042  1.56590369
 1.55460319 1.54330269]",LR
21103,2.0919323,2.5569806,313,"[2.56343055 2.55590606 2.53397059 2.5089066  2.4971807  2.48307109
 2.47179079 2.46005511]",2,1.5090519189834595,"[2.5243037, 2.5243037, 2.5243037, 2.5243037, 2.5243037, 2.5243037, 2.5243037, 2.5243037]",Same value
21105,8.692333,0.67095333,24,"[0.6776284  0.66010696 0.66529977 0.63588536 0.6372413  0.62545055
 0.62289554 0.62342072]",2,4.561332702636719,"[0.61504054, 0.61504054, 0.61504054, 0.61504054, 0.61504054, 0.61504054, 0.61504054, 0.61504054]",Same value
21107,2.7935321,1.7179362,597,"[1.6512481  1.64709437 1.64656126 1.64186394 1.63601959 1.63420987
 1.63303578 1.63178146]",2,1.603212594985962,"[1.6603838, 1.6603838, 1.6603838, 1.6603838, 1.6603838, 1.6603838, 1.6603838, 1.6603838]",Same value
21109,4.083457,0.57853633,60,"[0.64087826 0.63645971 0.63929528 0.63321823 0.6311174  0.62519079
 0.6256128  0.62134278]",2,2.173283576965332,"[0.61710536 0.61338194 0.60965853 0.60593511 0.6022117  0.59848828
 0.59476486 0.59104145]",LR
21111,1.2328254,7.454617,44605,"[7.2113452  7.23763704 7.23179245 7.24883652 7.26783609 7.27786827
 7.31410408 7.33257389]",1,1.2328254,"1046    [7.2113452  7.23763704 7.23179245 7.24883652 7...
Name: forecast, dtype: object",tf_dense
21113,3.1839657,4.8948121,1987,"[4.6655612  4.6613493  4.65242672 4.6146245  4.63247919 4.57034826
 4.56609631 4.56533432]",2,3.9341814517974854,"[4.6706409  4.64471484 4.61878878 4.59286272 4.56693666 4.5410106
 4.51508454 4.48915848]",LR
21115,4.063675,1.2926104,226,"[1.32465196 1.33177626 1.33781195 1.34316516 1.34305143 1.35504532
 1.35242295 1.354617  ]",2,0.9394540190696716,"[1.2868909, 1.2868909, 1.2868909, 1.2868909, 1.2868909, 1.2868909, 1.2868909, 1.2868909]",Same value
21117,3.1726334,6.1616306,7818,"[6.02867413 6.02191734 5.94138288 5.85331011 5.85691357 5.83128595
 5.83526278 5.82324743]",2,1.172677755355835,"[6.0213428, 6.0213428, 6.0213428, 6.0213428, 6.0213428, 6.0213428, 6.0213428, 6.0213428]",Same value
21119,4.5425324,0.57361376,69,"[0.61761421 0.61720979 0.61720443 0.61639315 0.61539358 0.61249399
 0.60676563 0.60654867]",2,3.3885483741760254,"[0.60686672, 0.60686672, 0.60686672, 0.60686672, 0.60686672, 0.60686672, 0.60686672, 0.60686672]",Same value
21121,7.8918276,0.76300865,183,"[0.86851072 0.8672877  0.86812615 0.85925579 0.84711713 0.84417301
 0.83996671 0.83549225]",2,5.929750919342041,"[0.83805871, 0.83805871, 0.83805871, 0.83805871, 0.83805871, 0.83805871, 0.83805871, 0.83805871]",Same value
21123,12.307518,1.5701137,174,"[1.29312122 1.29860365 1.30848169 1.30062032 1.3041594  1.29681563
 1.30269492 1.29918373]",2,12.985754013061523,"[1.2903808, 1.2903808, 1.2903808, 1.2903808, 1.2903808, 1.2903808, 1.2903808, 1.2903808]",Same value
21125,13.8662815,1.550637,723,"[1.81110501 1.83438325 1.81928265 1.84216285 1.83506441 1.83748579
 1.83606791 1.83416629]",2,19.46672821044922,"[1.8702012  1.88774548 1.90528976 1.92283405 1.94037833 1.95792261
 1.97546689 1.99301118]",LR
21127,5.399297,0.98809224,117,"[0.91440272 0.90839708 0.9095816  0.89708054 0.89821881 0.89685893
 0.90026909 0.89821458]",2,4.737873554229736,"[0.90363991, 0.90363991, 0.90363991, 0.90363991, 0.90363991, 0.90363991, 0.90363991, 0.90363991]",Same value
21129,4.944989,0.63649219,36,"[0.7135042  0.71222806 0.71394587 0.71282256 0.71434933 0.71038628
 0.70861268 0.70612562]",2,4.324113368988037,"[0.70721358, 0.70721358, 0.70721358, 0.70721358, 0.70721358, 0.70721358, 0.70721358, 0.70721358]",Same value
21131,4.4475684,0.4519774,36,"[0.42891535 0.42710668 0.43535534 0.4298096  0.42661086 0.42645475
 0.43111995 0.42789784]",2,2.7246079444885254,"[0.43942249, 0.43942249, 0.43942249, 0.43942249, 0.43942249, 0.43942249, 0.43942249, 0.43942249]",Same value
21133,1.4711651,0.73289901,126,"[0.74886096 0.74870241 0.7458092  0.74572867 0.74319494 0.743819
 0.74330324 0.74140257]",1,1.4711651,"1057    [0.74886096 0.74870241 0.7458092  0.74572867 0...
Name: forecast, dtype: object",tf_dense
21135,1.8757513,1.1486486,119,"[1.10712218 1.10095239 1.09533727 1.09698319 1.0850904  1.09217048
 1.09300566 1.08791566]",2,1.3921748399734497,"[1.0907336, 1.0907336, 1.0907336, 1.0907336, 1.0907336, 1.0907336, 1.0907336, 1.0907336]",Same value
21137,8.221802,1.5024328,281,"[1.52124429 1.52363288 1.52120888 1.51778948 1.5071944  1.50904655
 1.49254274 1.49484324]",2,6.073285102844238,"[1.4703523, 1.4703523, 1.4703523, 1.4703523, 1.4703523, 1.4703523, 1.4703523, 1.4703523]",Same value
21139,7.3652983,1.8938867,136,"[1.76793206 1.78159416 1.78426623 1.78348601 1.80540848 1.80299091
 1.80116975 1.8344121 ]",2,10.163335800170898,"[1.7407047, 1.7407047, 1.7407047, 1.7407047, 1.7407047, 1.7407047, 1.7407047, 1.7407047]",Same value
